Date,Open,High,Low,Close,Volume,DayOfWeek,Month,PriceChange
2013-02-15,38.5,38.509998,36.950001,37.040001,2017600,4,2,-0.03214003135615384
2013-02-19,37.360001,39.290001,37.310001,39.279999,2701400,1,2,0.06047510635866349
2013-02-20,39.299999,39.650002,38.459999,38.540001,3122000,2,2,-0.01883905343276615
2013-02-21,36.490002,37.389999,34.540001,35.16,9037800,3,2,-0.08770111344833642
2013-02-22,35.720001,36.389999,35.599998,36.110001,2547300,4,2,0.027019368600682547
2013-02-25,36.150002,36.75,34.34,34.380001,2889400,0,2,-0.04790916510913412
2013-02-26,34.459999,34.959999,33.799999,34.43,2762900,1,2,0.0014543047860877678
2013-02-27,34.41,35.41,34.400002,35.099998,1959200,2,2,0.019459715364507746
2013-02-28,35.889999,36.099998,34.369999,34.830002,1964900,3,2,-0.007692194170495381
2013-03-01,35.0,35.080002,34.25,34.650002,1546600,4,3,-0.005167958359577507
2013-03-04,34.77,35.830002,34.700001,35.580002,1757700,0,3,0.02683982529063056
2013-03-05,36.0,36.919998,35.790001,36.650002,2087000,1,3,0.030073073070653544
2013-03-06,37.009998,37.880001,36.970001,37.689999,1150000,2,3,0.028376451384641177
2013-03-07,37.73,38.650002,36.880001,38.23,1158300,3,3,0.014327434712853027
2013-03-08,38.060001,39.439999,37.360001,38.470001,912100,4,3,0.006277818467172569
2013-03-11,38.869999,39.439999,38.650002,39.099998,1579500,0,3,0.016376318784083077
2013-03-12,38.900002,39.380001,38.849998,39.119999,1275100,1,3,0.0005115345530197768
2013-03-13,39.0,39.490002,38.810001,38.98,822000,2,3,-0.0035787066354475705
2013-03-14,38.900002,38.91,36.77,36.849998,2021000,3,3,-0.05464345818368388
2013-03-15,36.639999,36.650002,35.209999,35.290001,3279600,4,3,-0.0423337065038647
2013-03-18,35.299999,36.060001,34.919998,35.150002,1316100,0,3,-0.0039671010493878
2013-03-19,35.25,35.599998,34.939999,35.080002,1098500,1,3,-0.001991465036047524
2013-03-20,35.259998,36.07,35.16,35.950001,1423000,2,3,0.024800426180135338
2013-03-21,35.950001,37.060001,35.740002,36.009998,1146300,3,3,0.0016689012053157093
2013-03-22,36.200001,36.799999,36.200001,36.619999,440200,4,3,0.01693976767230021
2013-03-25,37.099998,38.52,36.77,37.529999,2378800,0,3,0.024849809526209965
2013-03-26,37.98,38.220001,37.66,37.860001,1808200,1,3,0.008793019152491865
2013-03-27,37.939999,38.380001,37.310001,38.16,1296300,2,3,0.007923903647017783
2013-03-28,38.23,38.240002,37.75,37.889999,1158700,3,3,-0.0070754979035637655
2013-04-01,42.360001,46.68,41.700001,43.93,14098500,0,4,0.15940884559009882
2013-04-02,43.599998,45.5,43.509998,44.34,6652400,1,4,0.009333029820168592
2013-04-03,43.099998,43.470001,40.209999,41.099998,5643600,2,4,-0.0730717636445648
2013-04-04,41.110001,42.25,40.810001,42.009998,2264800,3,4,0.02214112029883797
2013-04-05,42.0,42.0,40.5,41.369999,1552400,4,4,-0.01523444490523429
2013-04-08,41.970001,42.549999,41.509998,41.830002,1679000,0,4,0.011119241264666124
2013-04-09,41.799999,41.830002,40.330002,40.5,1696100,1,4,-0.031795408472607756
2013-04-10,40.700001,42.009998,40.610001,41.860001,2121100,2,4,0.03358027160493826
2013-04-11,42.060001,44.549999,41.75,43.59,3447400,3,4,0.04132821210396065
2013-04-12,43.25,45.139999,43.049999,43.75,3149400,4,4,0.003670566643725559
2013-04-15,43.5,43.799999,42.509998,43.299999,1681400,0,4,-0.010285737142857188
2013-04-16,44.189999,46.139999,43.91,45.59,3180400,1,4,0.05288686034380752
2013-04-17,45.5,45.950001,44.540001,45.450001,2118500,2,4,-0.0030708269357315743
2013-04-18,45.98,47.599998,45.389999,46.970001,3367900,3,4,0.033443343598606345
2013-04-19,47.459999,49.880001,47.07,47.830002,3011700,4,4,0.01830958019353668
2013-04-22,48.599998,50.200001,47.75,50.189999,3939400,0,4,0.04934135273504703
2013-04-23,51.0,52.919998,50.66,51.009998,3733800,1,4,0.01633789632073923
2013-04-24,50.900002,51.049999,48.98,50.43,2630000,2,4,-0.011370280782994846
2013-04-25,50.5,52.400002,50.5,52.0,2795900,3,4,0.031132262542137523
2013-04-26,53.130001,53.740002,50.619999,51.200001,3622100,4,4,-0.01538459615384613
2013-04-29,51.759998,54.990002,51.200001,54.939999,3639700,0,4,0.07304683451080396
2013-04-30,56.0,58.18,53.759998,53.990002,5522600,1,4,-0.017291536536067298
2013-05-01,55.990002,55.990002,53.0,53.279999,2742800,2,5,-0.0131506385200727
2013-05-02,53.849998,55.27,53.700001,54.110001,3050400,3,5,0.015578115907997736
2013-05-03,56.470001,56.470001,54.5,54.549999,3378700,4,5,0.008131546698733283
2013-05-06,56.389999,59.66,55.5,59.5,4366700,0,5,0.09074245812543458
2013-05-07,62.0,62.369999,55.119999,55.509998,9991000,1,5,-0.06705885714285709
2013-05-08,57.5,58.200001,55.709999,55.790001,6769900,2,5,0.005044190417733185
2013-05-09,70.120003,75.769997,63.689999,69.400002,28605000,3,5,0.24395054232029856
2013-05-10,69.650002,81.0,69.25,76.760002,25082600,4,5,0.10605187014259743
2013-05-13,80.989998,88.0,79.150002,87.800003,22416900,0,5,0.14382491808689646
2013-05-14,94.220001,97.120003,81.150002,83.239998,37163900,1,5,-0.051936273851835746
2013-05-15,81.800003,86.879997,78.110001,84.839996,16878700,2,5,0.01922150454640814
2013-05-16,94.699997,95.0,88.660004,92.25,21614000,3,5,0.08734092821032191
2013-05-17,92.5,94.440002,87.5,91.5,19002200,4,5,-0.008130081300813052
2013-05-20,91.120003,92.5,88.629997,89.940002,8348400,0,5,-0.017049158469945258
2013-05-21,88.5,89.989998,85.279999,87.589996,8998200,1,5,-0.026128596261316583
2013-05-22,86.370003,90.959999,85.5,87.239998,8568000,2,5,-0.003995867290597865
2013-05-23,84.809998,93.010002,83.050003,92.730003,12022200,3,5,0.06292990744910365
2013-05-24,92.599998,97.949997,92.0,97.080002,16124200,4,5,0.04691037268703635
2013-05-28,101.550003,110.75,100.300003,110.330002,19691900,1,5,0.13648537007652717
2013-05-29,113.550003,114.900002,99.0,104.629997,25099500,2,5,-0.05166323662352501
2013-05-30,102.459999,109.540001,101.199997,104.949997,16133700,3,5,0.003058396341156344
2013-05-31,106.260002,106.440002,97.730003,97.760002,15172000,4,5,-0.06850876803741113
2013-06-03,97.620003,97.620003,88.25,92.589996,19139600,0,6,-0.05288467567748212
2013-06-04,92.75,96.419998,92.400002,94.839996,8856100,1,6,0.024300681468870655
2013-06-05,93.660004,97.970001,89.110001,95.370003,12224800,2,6,0.0055884333862687985
2013-06-06,95.25,99.269997,95.110001,97.349998,9510900,3,6,0.020761192594279443
2013-06-07,98.0,102.900002,96.699997,102.040001,10711600,4,6,0.04817671388139111
2013-06-10,98.93,102.519997,98.57,100.050003,9228600,0,6,-0.019502136225968858
2013-06-11,98.18,98.68,94.050003,94.470001,7394000,1,6,-0.055772132260705765
2013-06-12,96.800003,100.480003,95.75,97.730003,9192700,2,6,0.03450833032170708
2013-06-13,99.0,99.279999,95.120003,98.18,5961600,3,6,0.004604491826322832
2013-06-14,100.0,102.519997,99.330002,100.300003,6564700,4,6,0.021593023018944724
2013-06-17,103.599998,104.75,101.199997,102.199997,7066200,0,6,0.01894311010140237
2013-06-18,101.75,103.980003,99.199997,103.389999,8795300,1,6,0.011643855527706304
2013-06-19,102.059998,106.669998,102.010002,104.68,8578900,2,6,0.01247703851897719
2013-06-20,104.650002,107.129997,99.449997,100.650002,10106500,3,6,-0.038498261367978626
2013-06-21,103.699997,103.699997,97.5,99.550003,11718600,4,6,-0.010928951596046677
2013-06-24,96.5,102.870003,95.300003,101.489998,7119800,0,6,0.0194876438125271
2013-06-25,103.099998,104.199997,100.550003,102.400002,5848700,1,6,0.008966440220049998
2013-06-26,103.800003,105.870003,102.660004,105.720001,6602600,2,6,0.032421864601135386
2013-06-27,106.75,110.25,106.129997,109.25,8744900,3,6,0.03339007724753995
2013-06-28,108.57,109.440002,106.709999,107.360001,5748600,4,6,-0.017299762013729958
2013-07-01,109.360001,117.769997,109.150002,117.18,10903600,0,7,0.09146794810480685
2013-07-02,118.25,121.889999,115.5,117.82,12064100,1,7,0.005461682881037655
2013-07-03,118.0,119.25,114.269997,115.239998,4806700,2,7,-0.021897827194024777
2013-07-05,118.32,120.279999,115.699997,120.089996,6818700,4,7,0.042086064597120165
2013-07-08,121.370003,122.18,118.82,121.610001,7814200,0,7,0.012657215843357994
2013-07-09,124.639999,125.32,121.910004,123.449997,8603300,1,7,0.015130301659976197
2013-07-10,123.190002,123.25,120.790001,122.269997,5600100,2,7,-0.009558525951199437
2013-07-11,124.879997,126.089996,122.349998,125.610001,7483600,3,7,0.027316627806901694
2013-07-12,125.5,129.940002,124.510002,129.899994,11344000,4,7,0.0341532757411569
2013-07-15,133.029999,133.259995,126.82,127.260002,9922400,0,7,-0.020323264987987533
2013-07-16,126.279999,126.32,107.300003,109.050003,32371900,1,7,-0.1430928706098873
2013-07-17,106.519997,121.620003,104.5,120.25,26029000,2,7,0.10270515077381526
2013-07-18,120.970001,122.730003,116.18,119.029999,11398100,3,7,-0.010145538461538428
2013-07-19,118.5,120.550003,116.510002,119.68,5890300,4,7,0.005460816646734701
2013-07-22,119.889999,126.68,119.879997,122.43,9797800,0,7,0.022977941176470562
2013-07-23,124.0,125.559998,121.82,122.739998,7736400,1,7,0.0025320427999673267
2013-07-24,124.470001,124.5,119.559998,121.699997,6869000,2,7,-0.008473203657702544
2013-07-25,120.400002,124.75,120.190002,124.07,5284300,3,7,0.019474141811195
2013-07-26,128.139999,130.679993,126.610001,129.389999,9633100,4,7,0.04287901184815013
2013-07-29,129.320007,135.369995,128.25,134.619995,9678900,0,7,0.04042040374387823
2013-07-30,134.800003,137.490005,128.179993,131.740005,13127000,1,7,-0.02139347873248687
2013-07-31,132.570007,134.970001,131.449997,134.279999,6351700,2,7,0.019280354513422138
2013-08-01,135.0,136.520004,132.630005,135.550003,5323600,3,8,0.00945787912911733
2013-08-02,134.589996,138.25,133.610001,138.0,6269900,4,8,0.0180744887183808
2013-08-05,140.009995,144.889999,139.649994,144.679993,10200700,0,8,0.0484057463768115
2013-08-06,144.75,145.729996,141.100006,142.149994,9254500,1,8,-0.01748686150406442
2013-08-07,141.889999,141.949997,132.360001,134.229996,18212200,2,8,-0.055715781458281266
2013-08-08,154.350006,158.880005,150.460007,153.479996,27246800,3,8,0.14341056823096388
2013-08-09,152.399994,155.949997,151.25,153.0,8927700,4,8,-0.003127417334569116
2013-08-12,149.429993,150.5,142.050003,147.380005,14912200,0,8,-0.036731993464052204
2013-08-13,149.5,149.839996,144.449997,145.429993,8748900,1,8,-0.01323118424375147
2013-08-14,142.720001,144.839996,138.050003,139.360001,11693800,2,8,-0.04173824033670959
2013-08-15,136.429993,143.600006,135.0,139.669998,10179200,3,8,0.0022244331068854706
2013-08-16,141.630005,143.910004,140.970001,142.0,7108100,4,8,0.016682193981272908
2013-08-19,143.429993,147.380005,142.830002,144.899994,8037700,0,8,0.02042249295774634
2013-08-20,148.649994,149.779999,147.0,149.580002,6418200,1,8,0.03229819319385219
2013-08-21,150.0,150.309998,146.25,147.860001,6266300,2,8,-0.011498870016059981
2013-08-22,149.220001,157.479996,148.139999,157.100006,10592400,3,8,0.06249157945021255
2013-08-23,157.0,162.300003,155.0,161.839996,12931900,4,8,0.03017180024805355
2013-08-26,165.149994,173.0,160.25,164.220001,24171100,0,8,0.014705913611119836
2013-08-27,162.300003,168.800003,160.949997,167.009995,17566900,1,8,0.0169893678176265
2013-08-28,169.059998,171.5,163.25,166.449997,14740100,2,8,-0.00335308075423868
2013-08-29,164.220001,167.75,162.509995,166.059998,9436000,3,8,-0.002343039994167073
2013-08-30,166.369995,169.210007,163.960007,169.0,11028400,4,8,0.01770445643387264
2013-09-03,173.399994,173.699997,166.399994,168.940002,12061100,1,9,-0.0003550177514792807
2013-09-04,169.770004,171.619995,165.559998,170.619995,11475700,2,9,0.009944317391448854
2013-09-05,170.100006,171.5,168.25,169.929993,6685300,3,9,-0.004044086392101853
2013-09-06,168.570007,169.699997,165.149994,166.970001,8619700,4,9,-0.01741889084877446
2013-09-09,163.119995,164.5,158.509995,160.699997,14344500,0,9,-0.03755167971760387
2013-09-10,161.449997,167.5,160.630005,166.369995,8967800,1,9,0.035283124491906515
2013-09-11,166.410004,167.899994,162.130005,163.520004,5832500,2,9,-0.017130438694789807
2013-09-12,164.0,166.759995,160.509995,164.929993,6160000,3,9,0.00862273095345567
2013-09-13,162.770004,166.369995,162.160004,165.539993,5401200,4,9,0.0036985389309998062
2013-09-16,168.0,170.850006,165.850006,166.580002,7574900,0,9,0.006282524126964173
2013-09-17,165.080002,168.419998,163.360001,166.229996,5496900,1,9,-0.0021011285616385766
2013-09-18,167.070007,167.449997,164.199997,166.220001,5439700,2,9,-6.012753558626294e-05
2013-09-19,170.800003,180.470001,169.080002,177.919998,15594600,3,9,0.07038862308754279
2013-09-20,178.899994,185.830002,178.559998,183.389999,13401700,4,9,0.030744160642357965
2013-09-23,184.479996,185.479996,177.110001,181.110001,8173400,0,9,-0.012432510019262155
2013-09-24,179.139999,184.960007,177.649994,182.330002,6273400,1,9,0.00673624312994181
2013-09-25,183.559998,186.300003,180.5,185.240005,8252700,2,9,0.01596008867481924
2013-09-26,186.699997,189.679993,185.610001,188.639999,6614400,3,9,0.018354534162315472
2013-09-27,187.520004,191.279999,186.429993,190.899994,5916400,4,9,0.011980465500320614
2013-09-30,189.0,194.5,188.0,193.369995,8924700,0,9,0.012938717012217493
2013-10-01,193.960007,194.229996,188.369995,193.0,7755900,1,10,-0.0019134044038217057
2013-10-02,188.589996,191.830002,175.399994,180.949997,20775400,2,10,-0.062435248704663215
2013-10-03,175.050003,179.690002,168.0,173.309998,23816500,3,10,-0.04222160335266534
2013-10-04,176.399994,181.179993,172.649994,180.979996,14414000,4,10,0.044255946503444
2013-10-07,182.460007,186.729996,180.259995,183.070007,11485600,0,10,0.011548298409731483
2013-10-08,184.399994,185.929993,173.210007,174.729996,13757200,1,10,-0.045556402912029226
2013-10-09,174.729996,174.990005,161.5,168.779999,15316500,2,10,-0.03405252181199614
2013-10-10,173.089996,175.75,169.690002,172.929993,8883900,3,10,0.024588185949687036
2013-10-11,172.75,179.289993,171.199997,178.699997,8311100,4,10,0.03336612637230596
2013-10-14,175.0,182.5,174.149994,179.720001,7769600,0,10,0.005707912798677883
2013-10-15,185.279999,188.789993,183.179993,183.940002,10978500,1,10,0.02348097583195541
2013-10-16,184.899994,187.300003,182.089996,183.559998,8205400,2,10,-0.0020659127751884165
2013-10-17,183.539993,184.800003,180.990005,182.800003,6705000,3,10,-0.004140308391156089
2013-10-18,184.149994,185.960007,182.520004,183.399994,5930800,4,10,0.00328222642315823
2013-10-21,183.279999,183.389999,171.0,172.600006,11532100,0,10,-0.05888761370406581
2013-10-22,170.5,177.779999,166.110001,171.539993,11386700,1,10,-0.006141442428455046
2013-10-23,168.910004,171.809998,160.149994,164.5,13320400,2,10,-0.041039951540630004
2013-10-24,165.0,174.5,162.830002,173.149994,10825700,3,10,0.05258355015197558
2013-10-25,174.210007,174.5,166.800003,169.660004,7595500,4,10,-0.020155877106181164
2013-10-28,170.179993,170.5,162.199997,162.860001,7841700,0,10,-0.040080177058111954
2013-10-29,162.759995,165.449997,153.0,164.470001,14111700,1,10,0.009885791416641254
2013-10-30,164.630005,167.679993,158.169998,159.220001,8401800,2,10,-0.031920714829934194
2013-10-31,155.669998,162.440002,153.300003,159.940002,9333800,3,10,0.00452205122144167
2013-11-01,163.0,165.899994,160.410004,162.169998,7180600,4,11,0.013942703339468565
2013-11-04,165.0,175.389999,164.220001,175.199997,13120400,0,11,0.08034777801501858
2013-11-05,180.0,181.429993,171.360001,176.809998,22467100,1,11,0.009189503582012204
2013-11-06,154.809998,160.729996,146.350006,151.160004,31071700,2,11,-0.14507094785443087
2013-11-07,144.190002,145.649994,137.619995,139.770004,22284700,3,11,-0.07535061986370406
2013-11-08,136.479996,140.600006,132.320007,137.949997,22477900,4,11,-0.013021441996953875
2013-11-11,141.0,145.419998,137.100006,144.699997,13997600,0,11,0.048930773082945356
2013-11-12,144.690002,144.699997,136.179993,137.800003,14985200,1,11,-0.04768482476195213
2013-11-13,140.839996,142.369995,136.339996,138.699997,12658300,2,11,0.0065311609608600385
2013-11-14,138.919998,140.399994,134.110001,137.600006,12203700,3,11,-0.007930721152070275
2013-11-15,136.850006,137.949997,134.350006,135.449997,9900200,4,11,-0.015625064725651283
2013-11-18,135.270004,135.449997,119.610001,121.580002,23138200,0,11,-0.10239937473014493
2013-11-19,119.43,129.0,119.220001,126.089996,19816200,1,11,0.03709486696669084
2013-11-20,126.080002,127.449997,119.059998,121.110001,13849600,2,11,-0.0394955599808251
2013-11-21,122.889999,124.790001,120.25,122.099998,11903800,3,11,0.008174362082616238
2013-11-22,121.580002,122.75,117.93,121.379997,11096700,4,11,-0.005896814183403931
2013-11-25,124.5,125.839996,120.300003,120.839996,10267300,0,11,-0.004448846707419185
2013-11-26,119.379997,122.720001,116.099998,120.5,13885500,1,11,-0.002813604859768448
2013-11-27,121.309998,126.949997,119.519997,126.940002,12367600,2,11,0.05344400000000005
2013-11-29,129.770004,130.589996,126.980003,127.279999,9716200,4,11,0.0026784070792751358
2013-12-02,126.349998,128.550003,123.93,124.169998,7751200,0,12,-0.02443432608763607
2013-12-03,132.679993,144.940002,131.589996,144.699997,25682400,1,12,0.16533783788898826
2013-12-04,144.320007,144.429993,137.130005,138.949997,13147700,2,12,-0.03973738852254438
2013-12-05,140.149994,143.350006,139.5,140.479996,9288400,3,12,0.011011148132662463
2013-12-06,141.509995,142.490005,136.300003,137.360001,7909600,4,12,-0.022209532238312346
2013-12-09,137.0,141.699997,134.210007,141.600006,9061500,0,12,0.030867828837595868
2013-12-10,140.050003,145.869995,139.860001,142.190002,10748200,1,12,0.004166638241526632
2013-12-11,141.880005,143.050003,139.490005,139.649994,7137800,2,12,-0.01786347819307299
2013-12-12,139.699997,148.240005,138.529999,147.470001,10767800,3,12,0.055997188227591366
2013-12-13,148.050003,151.800003,147.320007,147.649994,10591900,4,12,0.001220539762524231
2013-12-16,148.479996,150.429993,146.100006,147.940002,6675300,0,12,0.001964158562715479
2013-12-17,147.580002,154.630005,146.320007,152.460007,10495000,1,12,0.030552960246681637
2013-12-18,152.240005,154.899994,145.949997,147.979996,11581900,2,12,-0.02938482745839044
2013-12-19,146.899994,147.0,139.100006,140.720001,12740000,3,12,-0.04906065141399252
2013-12-20,141.580002,144.350006,141.580002,143.240005,7412600,4,12,0.01790793051515105
2013-12-23,144.850006,146.240005,142.600006,143.550003,5385500,0,12,0.0021641859060252955
2013-12-24,150.0,154.970001,149.820007,151.410004,9941500,1,12,0.05475444678325769
2013-12-26,155.039993,158.0,154.289993,155.5,7129500,3,12,0.027012719714346156
2013-12-27,155.300003,155.5,150.800003,151.119995,5460200,4,12,-0.02816723472668814
2013-12-30,151.119995,154.809998,150.75,152.440002,4467500,0,12,0.008734826916848348
2013-12-31,152.320007,153.199997,148.660004,150.429993,4262400,1,12,-0.013185574479328555
2014-01-02,149.800003,152.479996,146.550003,150.100006,6188400,3,1,-0.0021936250439098526
2014-01-03,150.0,152.190002,148.600006,149.559998,4695000,4,1,-0.0035976547529251723
2014-01-06,150.0,150.399994,145.240005,147.0,5361100,0,1,-0.01711686302643578
2014-01-07,147.619995,150.399994,145.25,149.360001,5034100,1,1,0.01605442857142858
2014-01-08,148.850006,153.699997,148.759995,151.279999,6163200,2,1,0.012854833872155691
2014-01-09,152.5,153.429993,146.850006,147.529999,5382000,3,1,-0.024788471871949214
2014-01-10,148.460007,148.899994,142.25,145.720001,7446100,4,1,-0.012268677640267622
2014-01-13,145.779999,147.0,137.820007,139.339996,6316100,0,1,-0.04378263077283384
2014-01-14,140.5,162.0,136.669998,161.270004,27607000,1,1,0.15738487605525675
2014-01-15,168.449997,172.229996,162.100006,164.130005,20465600,2,1,0.017734240274465574
2014-01-16,162.5,172.699997,162.399994,170.970001,11959400,3,1,0.04167425694040516
2014-01-17,170.190002,173.199997,167.949997,170.009995,9206200,4,1,-0.00561505524001249
2014-01-21,171.240005,177.289993,170.809998,176.679993,9734700,1,1,0.039232975684753146
2014-01-22,177.809998,180.320007,174.759995,178.559998,7022600,2,1,0.010640735083117248
2014-01-23,177.229996,182.380005,173.419998,181.5,7867400,3,1,0.016465065148578262
2014-01-24,177.850006,180.479996,173.529999,174.600006,7664300,4,1,-0.03801649586776856
2014-01-27,175.160004,177.919998,164.710007,169.619995,8716400,0,1,-0.02852239879075391
2014-01-28,171.5,178.979996,171.0,178.380005,6093400,1,1,0.05164491367895652
2014-01-29,175.300003,179.089996,173.130005,175.229996,5935500,2,1,-0.017658980332465046
2014-01-30,178.0,184.779999,177.009995,182.839996,8565000,3,1,0.04342863764032745
2014-01-31,178.850006,186.0,178.509995,181.410004,6508800,4,1,-0.007821002140035227
2014-02-03,182.889999,184.880005,175.160004,177.110001,6764900,0,2,-0.02370322972927108
2014-02-04,180.699997,181.600006,176.199997,178.729996,4686300,1,2,0.009146829602242335
2014-02-05,178.300003,180.589996,169.360001,174.419998,7268000,2,2,-0.024114575597036336
2014-02-06,176.300003,180.110001,176.0,178.380005,5841600,3,2,0.02270385876280101
2014-02-07,181.009995,186.630005,179.600006,186.529999,8928500,4,2,0.04568894366832188
2014-02-10,189.339996,199.300003,189.320007,196.559998,12970700,0,2,0.053771506212252795
2014-02-11,198.970001,202.199997,192.699997,196.619995,10709900,1,2,0.0003052350458407904
2014-02-12,195.779999,198.270004,194.320007,195.320007,5173700,2,2,-0.0066116775153004514
2014-02-13,193.339996,202.720001,193.25,199.630005,8029300,3,2,0.02206634162162402
2014-02-14,198.100006,201.880005,197.0,198.229996,6158000,4,2,-0.0070130189096574425
2014-02-18,205.240005,206.0,201.360001,203.699997,9332800,1,2,0.02759421434887188
2014-02-19,203.699997,203.699997,193.410004,193.639999,16169000,2,2,-0.049386343388115095
2014-02-20,215.009995,215.210007,206.270004,209.970001,18002300,3,2,0.08433176040245693
2014-02-21,211.639999,213.979996,209.190002,209.600006,7818800,4,2,-0.0017621326772293555
2014-02-24,208.759995,218.360001,208.320007,217.649994,8278400,0,2,0.038406430198289154
2014-02-25,230.0,259.200012,228.449997,248.0,32681700,1,2,0.1394440929780132
2014-02-26,258.579987,265.0,247.5,253.0,24604600,2,2,0.02016129032258074
2014-02-27,261.25,261.899994,248.330002,252.539993,17945800,3,2,-0.001818209486165956
2014-02-28,249.649994,252.679993,242.550003,244.809998,14589800,4,2,-0.030608993483261848
2014-03-03,237.259995,251.649994,234.990005,250.559998,13089300,0,3,0.023487602822495735
2014-03-04,258.480011,260.0,252.830002,254.839996,8745600,1,3,0.017081729063551432
2014-03-05,256.720001,256.98999,251.800003,252.660004,5935700,2,3,-0.00855435580841879
2014-03-06,254.139999,257.5,249.449997,252.940002,7361100,3,3,0.0011082007265383886
2014-03-07,252.940002,254.850006,244.410004,246.210007,7812300,4,3,-0.026607080520225534
2014-03-10,242.699997,243.0,236.059998,238.839996,7728100,0,3,-0.0299338401789655
2014-03-11,236.5,244.600006,232.429993,234.410004,8810100,1,3,-0.018547948727984487
2014-03-12,231.5,247.5,231.110001,241.490005,9754400,2,3,0.030203493362851663
2014-03-13,243.789993,244.190002,234.0,237.789993,6236300,3,3,-0.015321594779875047
2014-03-14,235.289993,236.940002,228.320007,230.970001,8289700,4,3,-0.0286807359466974
2014-03-17,234.949997,237.929993,230.5,233.979996,5912600,0,3,0.013031973792994922
2014-03-18,236.949997,241.5,235.020004,240.039993,6242300,1,3,0.025899637163854017
2014-03-19,241.389999,241.550003,233.509995,235.839996,5071300,2,3,-0.01749707183169258
2014-03-20,236.160004,239.25,233.360001,234.910004,3817900,3,3,-0.003943317570273441
2014-03-21,236.020004,236.199997,227.5,228.889999,8216900,4,3,-0.02562685665783737
2014-03-24,229.75,229.899994,210.270004,220.169998,11328800,0,3,-0.03809690697757395
2014-03-25,224.139999,227.050003,217.899994,220.440002,7865400,1,3,0.0012263432913326433
2014-03-26,221.949997,222.600006,211.350006,212.960007,6907300,2,3,-0.033932112738775944
2014-03-27,212.369995,213.600006,203.0,207.320007,9495700,3,3,-0.02648384586125596
2014-03-28,212.800003,216.720001,210.270004,212.369995,9684800,4,3,0.024358420941014147
2014-03-31,216.5,216.75,206.389999,208.449997,8380000,0,3,-0.018458342008248363
2014-04-01,209.020004,218.160004,208.580002,216.970001,7371400,1,4,0.040873130835305416
2014-04-02,220.0,230.889999,218.050003,230.289993,10782300,2,4,0.06139093855652433
2014-04-03,230.300003,235.729996,222.0,225.399994,10923700,3,4,-0.021234092442740327
2014-04-04,226.009995,228.270004,211.25,212.229996,11345600,4,4,-0.05842945142225686
2014-04-07,205.809998,216.199997,203.509995,207.520004,9855500,0,4,-0.022192866648312992
2014-04-08,210.050003,216.490005,206.419998,215.460007,6889300,1,4,0.038261386116781315
2014-04-09,216.759995,218.449997,210.889999,216.929993,5157900,2,4,0.006822546886856795
2014-04-10,216.820007,217.5,203.789993,204.190002,7211500,3,4,-0.05872858254321711
2014-04-11,200.610001,207.0,198.600006,203.779999,9067200,4,4,-0.00200794845968999
2014-04-14,207.600006,208.440002,194.410004,198.089996,7703000,0,4,-0.027922283972530493
2014-04-15,199.089996,199.289993,184.320007,193.910004,13659300,1,4,-0.021101479551748903
2014-04-16,197.0,199.990005,190.820007,199.110001,7202200,2,4,0.0268165483612699
2014-04-17,199.610001,202.289993,194.080002,198.119995,5926800,3,4,-0.004972156069649292
2014-04-21,197.080002,206.199997,194.0,204.380005,5258200,0,4,0.03159706318385491
2014-04-22,206.360001,219.330002,205.009995,218.639999,9804700,1,4,0.06977196228173099
2014-04-23,216.330002,216.740005,207.0,207.990005,7295600,2,4,-0.048710181342435876
2014-04-24,210.809998,212.800003,203.199997,207.860001,5495200,3,4,-0.000625049266189448
2014-04-25,202.0,206.699997,197.649994,199.850006,6996700,4,4,-0.03853552853586295
2014-04-28,200.0,203.789993,190.5,198.509995,7042000,0,4,-0.006705083611556195
2014-04-29,198.210007,207.149994,195.529999,206.919998,5779100,1,4,0.042365640077719924
2014-04-30,203.600006,208.160004,201.279999,207.889999,4440600,2,4,0.004687806927196947
2014-05-01,207.080002,214.020004,205.690002,207.729996,5439900,3,5,-0.0007696522236261272
2014-05-02,208.600006,211.360001,206.520004,210.910004,4086800,4,5,0.015308371738475213
2014-05-05,209.479996,217.690002,208.520004,216.610001,5147000,0,5,0.02702573084205162
2014-05-06,216.600006,218.660004,206.850006,207.279999,5636700,1,5,-0.04307281269067542
2014-05-07,209.639999,210.199997,197.25,201.350006,10179300,2,5,-0.028608611677965134
2014-05-08,182.0,194.399994,178.0,178.589996,20056600,3,5,-0.1130370465447118
2014-05-09,179.860001,183.399994,177.220001,182.259995,8495200,4,5,0.020549857675118632
2014-05-12,183.869995,187.190002,179.880005,184.669998,7002300,0,5,0.013222885252465844
2014-05-13,183.759995,191.339996,183.0,190.160004,7097200,1,5,0.02972873807038212
2014-05-14,188.949997,193.479996,187.100006,190.619995,5406700,2,5,0.0024189681863910906
2014-05-15,189.979996,192.660004,185.300003,188.589996,6040400,3,5,-0.01064945469125611
2014-05-16,188.949997,192.039993,187.720001,191.559998,4487700,4,5,0.015748459955426286
2014-05-19,190.720001,196.889999,190.0,196.089996,4571700,0,5,0.023647933009479427
2014-05-20,196.940002,199.330002,193.070007,195.300003,5546100,1,5,-0.004028726687311468
2014-05-21,196.179993,199.869995,194.789993,199.449997,5285400,2,5,0.02124932891066056
2014-05-22,200.350006,206.880005,199.559998,204.880005,6214500,3,5,0.027224908907870438
